Transaction_ID,Facility_ID,Vehicle_Type,Customer_Type,Entry_Date,Entry_Hour,Parking_Duration_Min,Payment_Method,Payment_Status,Parking_Type,Hourly_Rate,Discount_Amount,Net_Revenue,Occupancy_Rate
PT100251,F006,Car,Regular,2025-10-05,10,80,UPI,Paid,Covered,50,5.0,100.0,0.73
PT100252,F001,EV Car,Visitor,2025-02-04,10,164,Credit Card,Paid,EV Parking,55,21.04,140.25,0.94
PT100253,F004,Bike,Member,2025-04-23,13,197,UPI,Paid,Two-Wheeler,25,0.0,100.0,0.95
PT100254,F005,Car,Regular,2025-06-24,15,462,Debit Card,Paid,Open,50,0.0,400.0,0.56
PT100255,F001,SUV,Member,2025-02-02,16,134,Debit Card,Paid,Covered,65,0.0,195.0,0.35
PT100256,F003,Bike,Visitor,2025-08-01,19,166,Wallet,Paid,Two-Wheeler,25,7.12,71.25,0.86
PT100257,F007,Car,Regular,2025-07-22,15,79,Debit Card,Paid,Covered,50,9.5,95.0,0.69
PT100258,F006,Bike,Regular,2025-09-11,13,32,UPI,Paid,Two-Wheeler,25,0.0,25.0,0.41
PT100259,F008,Car,Member,2025-02-25,13,69,Cash,Paid,Covered,50,0.0,100.0,0.62
PT100260,F003,SUV,Regular,2025-11-19,14,76,Debit Card,Paid,Covered,65,6.5,130.0,0.22
PT100261,F001,Car,Regular,2025-01-13,14,149,Debit Card,Pending,Covered,50,0.0,150.0,0.67
PT100262,F006,SUV,Member,2025-02-19,15,74,Cash,Paid,Open,65,11.7,117.0,0.4
PT100263,F005,Bike,Member,2025-09-05,14,177,Credit Card,Paid,Two-Wheeler,25,0.0,63.75,0.25
PT100264,F001,Car,Regular,2025-08-21,8,146,Credit Card,Paid,Open,50,0.0,142.5,0.7
PT100265,F003,EV Car,Regular,2025-01-28,14,186,Debit Card,Paid,EV Parking,55,33.0,220.0,0.71
PT100266,F002,Bike,Member,2025-04-14,7,480,UPI,Paid,Two-Wheeler,25,0.0,200.0,0.51
PT100267,F004,Car,Regular,2025-12-20,10,305,UPI,Paid,Covered,50,0.0,270.0,0.75
PT100268,F008,Bike,Member,2025-04-06,13,73,Credit Card,Paid,Two-Wheeler,25,0.0,50.0,0.65
PT100269,F007,SUV,Member,2025-12-09,14,60,UPI,Paid,Covered,65,0.0,65.0,0.58
PT100270,F003,Car,Regular,2025-12-10,10,120,UPI,Paid,Open,50,0.0,95.0,0.69
PT100271,F006,Car,Member,2025-07-12,11,65,UPI,Pending,Covered,50,0.0,100.0,0.51
PT100272,F008,Car,Regular,2025-05-05,12,190,Credit Card,Paid,Covered,50,0.0,200.0,0.81
PT100273,F008,Car,Regular,2025-03-22,10,146,UPI,Paid,Covered,50,0.0,142.5,0.78
PT100274,F008,SUV,Regular,2025-01-07,22,39,Debit Card,Paid,Covered,65,3.09,61.75,0.54
PT100275,F001,Bike,Regular,2025-11-26,17,86,UPI,Paid,Two-Wheeler,25,2.38,47.5,0.99
PT100276,F004,Car,Visitor,2025-03-24,17,145,Credit Card,Failed,Open,50,0.0,120.0,0.55
PT100277,F001,Car,Regular,2025-01-24,14,45,UPI,Paid,Covered,50,0.0,50.0,0.63
PT100278,F006,Car,Regular,2025-04-24,20,150,Debit Card,Paid,Open,50,0.0,120.0,0.83
PT100279,F001,EV Car,Member,2025-01-15,16,287,UPI,Paid,EV Parking,55,41.25,275.0,0.49
PT100280,F002,Car,Regular,2025-04-23,12,193,Wallet,Paid,Covered,50,30.0,200.0,0.67
PT100281,F004,EV Car,Regular,2025-12-08,15,48,Wallet,Paid,EV Parking,55,0.0,46.75,0.35
PT100282,F004,Bike,Member,2025-09-07,14,24,Cash,Paid,Two-Wheeler,25,0.0,25.0,0.48
PT100283,F006,Car,Regular,2025-05-25,14,60,Wallet,Paid,Covered,50,0.0,50.0,0.33
PT100284,F007,SUV,Member,2025-01-19,17,25,Credit Card,Paid,Covered,65,0.0,65.0,0.71
PT100285,F002,Bike,Member,2025-01-09,14,71,Credit Card,Paid,Two-Wheeler,25,2.5,50.0,0.41
PT100286,F003,SUV,Member,2025-11-16,16,69,Debit Card,Paid,Covered,65,0.0,123.5,0.65
PT100287,F001,EV Car,Regular,2025-07-04,11,27,Debit Card,Paid,EV Parking,55,0.0,55.0,0.57
PT100288,F005,Car,Regular,2025-02-07,19,60,Cash,Paid,Covered,50,0.0,45.0,0.63
PT100289,F001,Car,Member,2025-07-30,8,203,Debit Card,Paid,Covered,50,0.0,200.0,0.79
PT100290,F008,SUV,Regular,2025-05-14,22,67,Wallet,Paid,Covered,65,0.0,117.0,0.15
PT100291,F001,Car,Member,2025-04-12,15,209,UPI,Paid,Covered,50,20.0,200.0,0.58
PT100292,F003,Car,Member,2025-05-29,13,118,Cash,Paid,Covered,50,0.0,100.0,0.21
PT100293,F001,Car,Regular,2025-04-03,12,171,Debit Card,Paid,Open,50,22.5,150.0,0.62
PT100294,F002,Car,Regular,2025-10-17,13,57,Debit Card,Paid,Open,50,0.0,42.5,0.46
PT100295,F002,SUV,Member,2025-05-20,16,43,UPI,Paid,Covered,65,5.85,58.5,0.82
PT100296,F004,Car,Member,2025-10-22,9,51,Debit Card,Paid,Covered,50,7.5,50.0,0.52
PT100297,F006,Bike,Regular,2025-12-18,11,126,Wallet,Paid,Two-Wheeler,25,15.0,75.0,0.61
PT100298,F007,Bike,Member,2025-09-19,9,144,UPI,Paid,Two-Wheeler,25,6.75,67.5,0.99
PT100299,F005,Bike,Member,2025-03-22,13,141,Debit Card,Paid,Two-Wheeler,25,7.5,75.0,0.45
PT100300,F008,Car,Regular,2025-02-01,13,33,UPI,Paid,Covered,50,2.12,42.5,0.54
PT100301,F001,SUV,Regular,2025-07-07,15,239,Wallet,Paid,Covered,65,26.0,260.0,0.5
PT100302,F001,Car,Regular,2025-05-16,22,44,Credit Card,Paid,Open,50,0.0,50.0,0.58
PT100303,F003,SUV,Visitor,2025-06-15,18,177,UPI,Paid,Covered,65,0.0,175.5,0.77
PT100304,F006,SUV,Member,2025-05-27,18,90,UPI,Paid,Covered,65,0.0,117.0,0.68
PT100305,F002,Bike,Regular,2025-09-02,15,221,Debit Card,Paid,Two-Wheeler,25,14.25,95.0,0.53
PT100306,F005,Bike,Member,2025-07-02,11,45,UPI,Paid,Two-Wheeler,25,0.0,25.0,0.99
PT100307,F004,Bike,Regular,2025-01-09,13,99,Credit Card,Paid,Two-Wheeler,25,0.0,50.0,0.7
PT100308,F002,Car,Visitor,2025-06-05,11,97,Wallet,Paid,Covered,50,4.5,90.0,0.38
PT100309,F008,SUV,Regular,2025-11-14,9,53,Cash,Paid,Covered,65,0.0,55.25,0.85
PT100310,F006,SUV,Regular,2025-06-25,13,167,UPI,Paid,Open,65,0.0,195.0,0.16
PT100311,F008,Car,Regular,2025-04-24,18,80,Wallet,Paid,Covered,50,0.0,80.0,0.71
PT100312,F007,Bike,Member,2025-08-31,16,30,Debit Card,Pending,Two-Wheeler,25,0.0,23.75,0.48
PT100313,F004,EV Car,Regular,2025-06-16,21,226,UPI,Paid,EV Parking,55,0.0,198.0,0.59
PT100314,F007,EV Car,Visitor,2025-08-11,10,164,UPI,Paid,EV Parking,55,0.0,148.5,0.78
PT100315,F003,Bike,Regular,2025-07-10,14,118,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.46
PT100316,F008,Bike,Member,2025-10-02,17,28,Cash,Paid,Two-Wheeler,25,0.0,25.0,0.8
PT100317,F003,Car,Member,2025-10-16,13,71,UPI,Failed,Open,50,0.0,100.0,0.57
PT100318,F001,EV Car,Member,2025-03-05,12,263,UPI,Pending,EV Parking,55,13.75,275.0,0.69
PT100319,F007,Car,Member,2025-10-09,17,51,Debit Card,Paid,Covered,50,0.0,47.5,0.83
PT100320,F006,Bike,Regular,2025-06-22,13,51,Credit Card,Paid,Two-Wheeler,25,3.56,23.75,0.46
PT100321,F008,Car,Member,2025-09-14,19,69,Debit Card,Paid,Open,50,12.0,80.0,0.63
PT100322,F005,Car,Member,2025-07-22,11,99,Debit Card,Paid,Covered,50,0.0,100.0,0.44
PT100323,F004,Car,Regular,2025-03-18,18,69,UPI,Paid,Open,50,0.0,95.0,0.59
PT100324,F002,EV Car,Regular,2025-04-13,11,119,Cash,Paid,EV Parking,55,0.0,93.5,0.5
PT100325,F006,Car,Regular,2025-08-14,12,76,UPI,Pending,Covered,50,10.0,100.0,0.43
PT100326,F006,Bike,Regular,2025-08-14,13,111,Credit Card,Paid,Two-Wheeler,25,2.5,50.0,0.57
PT100327,F003,Car,Member,2025-08-15,14,117,Debit Card,Paid,Covered,50,10.0,100.0,0.37
PT100328,F007,Car,Member,2025-04-06,13,54,UPI,Paid,Open,50,0.0,40.0,0.83
PT100329,F008,Bike,Member,2025-03-17,18,261,Wallet,Paid,Two-Wheeler,25,5.94,118.75,0.74
PT100330,F008,Bike,Regular,2025-02-02,17,242,Credit Card,Paid,Two-Wheeler,25,0.0,125.0,0.99
PT100331,F001,Car,Member,2025-03-23,12,185,UPI,Paid,Open,50,16.0,160.0,0.38
PT100332,F001,Car,Regular,2025-03-10,14,76,Wallet,Paid,Open,50,0.0,100.0,0.55
PT100333,F004,Car,Member,2025-12-05,13,82,Credit Card,Paid,Open,50,5.0,100.0,0.44
PT100334,F003,Car,Visitor,2025-08-07,8,138,Debit Card,Paid,Covered,50,21.38,142.5,0.93
PT100335,F006,EV Car,Regular,2025-12-28,16,94,Credit Card,Paid,EV Parking,55,0.0,104.5,0.55
PT100336,F008,EV Car,Regular,2025-12-24,10,108,Cash,Paid,EV Parking,55,4.95,99.0,0.57
PT100337,F005,Car,Regular,2025-10-29,19,91,UPI,Paid,Open,50,0.0,95.0,0.84
PT100338,F003,Bike,Regular,2025-04-30,13,88,UPI,Pending,Two-Wheeler,25,4.75,47.5,0.63
PT100339,F004,EV Car,Regular,2025-02-17,15,89,Credit Card,Paid,EV Parking,55,0.0,110.0,0.39
PT100340,F004,Car,Visitor,2025-03-09,17,70,UPI,Paid,Covered,50,15.0,100.0,0.77
PT100341,F003,SUV,Regular,2025-12-05,10,68,Debit Card,Paid,Covered,65,0.0,130.0,0.97
PT100342,F004,EV Car,Regular,2025-03-26,14,318,UPI,Failed,EV Parking,55,66.0,330.0,0.46
PT100343,F003,Car,Regular,2025-10-03,11,73,UPI,Paid,Covered,50,9.0,90.0,0.58
PT100344,F002,Car,Regular,2025-09-13,14,283,UPI,Paid,Open,50,12.5,250.0,0.25
PT100345,F003,EV Car,Member,2025-07-24,14,357,Debit Card,Paid,EV Parking,55,28.05,280.5,0.91
PT100346,F007,Bike,Member,2025-08-21,10,149,Cash,Paid,Two-Wheeler,25,6.75,67.5,0.81
PT100347,F003,Car,Regular,2025-03-06,14,270,UPI,Paid,Covered,50,30.0,200.0,0.38
PT100348,F004,Car,Member,2025-11-13,13,58,Credit Card,Paid,Open,50,0.0,45.0,0.41
PT100349,F008,Bike,Member,2025-03-20,14,221,UPI,Paid,Two-Wheeler,25,5.0,100.0,0.15
PT100350,F007,Bike,Member,2025-01-14,19,112,Debit Card,Paid,Two-Wheeler,25,0.0,47.5,0.85
PT100351,F004,SUV,Regular,2025-11-21,13,182,UPI,Paid,Covered,65,13.0,260.0,0.66
PT100352,F001,EV Car,Visitor,2025-11-01,13,113,Credit Card,Paid,EV Parking,55,0.0,93.5,0.95
PT100353,F001,Car,Regular,2025-06-18,13,24,Debit Card,Paid,Covered,50,2.25,45.0,0.58
PT100354,F008,Bike,Regular,2025-06-08,15,97,Wallet,Paid,Two-Wheeler,25,2.25,45.0,0.55
PT100355,F008,Bike,Regular,2025-04-26,12,206,UPI,Paid,Two-Wheeler,25,0.0,95.0,0.55
PT100356,F007,Car,Member,2025-12-12,17,168,Debit Card,Paid,Covered,50,0.0,120.0,0.66
PT100357,F002,Car,Member,2025-07-11,12,161,Credit Card,Paid,Open,50,15.0,150.0,0.47
PT100358,F008,EV Car,Regular,2025-12-11,12,70,Wallet,Paid,EV Parking,55,11.0,110.0,0.45
PT100359,F001,SUV,Member,2025-07-02,14,43,UPI,Pending,Covered,65,0.0,65.0,0.38
PT100360,F003,Bike,Member,2025-08-19,11,340,UPI,Paid,Two-Wheeler,25,7.12,142.5,0.54
PT100361,F004,Bike,Regular,2025-06-17,8,158,Cash,Paid,Two-Wheeler,25,10.12,67.5,0.91
PT100362,F001,Car,Regular,2025-01-15,11,157,UPI,Paid,Open,50,0.0,135.0,0.27
PT100363,F001,Bike,Regular,2025-07-12,19,233,UPI,Paid,Two-Wheeler,25,0.0,100.0,0.78
PT100364,F002,Bike,Regular,2025-08-21,6,120,UPI,Paid,Two-Wheeler,25,0.0,45.0,0.63
PT100365,F007,Bike,Regular,2025-09-20,9,38,Cash,Paid,Two-Wheeler,25,1.25,25.0,0.83
PT100366,F007,EV Car,Regular,2025-02-23,16,207,UPI,Paid,EV Parking,55,0.0,220.0,0.59
PT100367,F006,Bike,Visitor,2025-06-29,21,108,Cash,Paid,Two-Wheeler,25,5.0,50.0,0.61
PT100368,F002,Car,Member,2025-01-04,15,226,Credit Card,Paid,Covered,50,9.5,190.0,0.59
PT100369,F003,SUV,Regular,2025-09-14,19,151,UPI,Paid,Covered,65,0.0,185.25,0.55
PT100370,F007,Car,Visitor,2025-12-27,18,123,UPI,Paid,Covered,50,22.5,150.0,0.88
PT100371,F004,Car,Regular,2025-11-18,13,80,UPI,Paid,Covered,50,9.0,90.0,0.43
PT100372,F008,Car,Regular,2025-08-28,12,97,Debit Card,Paid,Open,50,0.0,100.0,0.49
PT100373,F002,Bike,Regular,2025-06-12,15,99,Debit Card,Paid,Two-Wheeler,25,0.0,50.0,0.58
PT100374,F008,SUV,Regular,2025-12-03,14,220,Credit Card,Paid,Covered,65,0.0,260.0,0.51
PT100375,F001,Bike,Member,2025-05-18,7,85,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.36
PT100376,F004,SUV,Visitor,2025-11-20,20,180,Debit Card,Paid,Open,65,0.0,165.75,0.92
PT100377,F004,Bike,Regular,2025-08-17,14,92,Cash,Paid,Two-Wheeler,25,6.38,42.5,0.38
PT100378,F001,Car,Visitor,2025-04-12,18,20,Debit Card,Paid,Open,50,0.0,50.0,0.72
PT100379,F002,SUV,Regular,2025-07-12,16,73,Cash,Paid,Covered,65,0.0,130.0,0.66
PT100380,F001,Car,Member,2025-11-03,12,158,UPI,Paid,Covered,50,12.0,120.0,0.39
PT100381,F008,Car,Member,2025-01-30,19,180,Cash,Paid,Covered,50,7.5,150.0,0.99
PT100382,F006,Bike,Visitor,2025-10-22,17,169,UPI,Paid,Two-Wheeler,25,11.25,75.0,0.66
PT100383,F004,Car,Regular,2025-09-04,13,34,UPI,Paid,Open,50,4.5,45.0,0.44
PT100384,F005,Car,Member,2025-08-09,17,20,Cash,Pending,Covered,50,0.0,50.0,0.81
PT100385,F005,Bike,Regular,2025-06-21,11,56,Wallet,Paid,Two-Wheeler,25,0.0,22.5,0.29
PT100386,F008,Bike,Regular,2025-06-09,15,77,Debit Card,Paid,Two-Wheeler,25,9.5,47.5,0.3
PT100387,F003,Bike,Regular,2025-06-21,9,116,UPI,Paid,Two-Wheeler,25,4.75,47.5,0.99
PT100388,F007,EV Car,Regular,2025-03-04,18,149,UPI,Paid,EV Parking,55,33.0,165.0,0.8
PT100389,F001,Bike,Regular,2025-03-02,16,52,Credit Card,Pending,Two-Wheeler,25,0.0,25.0,0.66
PT100390,F001,SUV,Visitor,2025-03-06,10,137,Cash,Paid,Covered,65,27.79,185.25,0.9
PT100391,F003,Car,Member,2025-06-18,7,143,UPI,Paid,Open,50,7.12,142.5,0.54
PT100392,F003,Bike,Member,2025-03-22,13,235,Cash,Paid,Two-Wheeler,25,0.0,85.0,0.51
PT100393,F008,SUV,Regular,2025-09-04,15,221,UPI,Paid,Open,65,13.0,260.0,0.38
PT100394,F008,Bike,Visitor,2025-09-25,12,117,Cash,Pending,Two-Wheeler,25,2.5,50.0,0.72
PT100395,F003,SUV,Regular,2025-09-15,21,107,Wallet,Paid,Covered,65,0.0,130.0,0.45
PT100396,F004,Car,Regular,2025-03-14,19,65,Credit Card,Paid,Covered,50,0.0,80.0,0.7
PT100397,F008,Car,Regular,2025-11-28,14,68,UPI,Paid,Open,50,10.0,100.0,0.15
PT100398,F006,Bike,Regular,2025-07-07,12,83,Cash,Paid,Two-Wheeler,25,0.0,45.0,0.74
PT100399,F008,Car,Visitor,2025-01-25,18,41,Credit Card,Paid,Covered,50,0.0,50.0,0.76
PT100400,F001,SUV,Visitor,2025-08-16,17,24,Debit Card,Paid,Covered,65,0.0,65.0,0.66
PT100401,F008,Car,Regular,2025-04-28,8,80,Debit Card,Paid,Covered,50,0.0,100.0,0.99
PT100402,F004,EV Car,Regular,2025-04-18,13,84,UPI,Paid,EV Parking,55,16.5,110.0,0.22
PT100403,F003,EV Car,Member,2025-08-30,21,204,Cash,Paid,EV Parking,55,22.0,220.0,0.33
PT100404,F001,Car,Regular,2025-04-09,13,107,UPI,Paid,Open,50,0.0,100.0,0.32
PT100405,F008,Car,Regular,2025-01-22,19,55,Wallet,Paid,Open,50,9.5,47.5,0.85
PT100406,F004,SUV,Regular,2025-02-25,21,156,UPI,Pending,Covered,65,27.79,185.25,0.53
PT100407,F006,EV Car,Member,2025-05-29,13,93,Debit Card,Paid,EV Parking,55,0.0,110.0,0.55
PT100408,F008,Bike,Visitor,2025-11-07,20,38,UPI,Paid,Two-Wheeler,25,2.5,25.0,0.93
PT100409,F004,Car,Regular,2025-02-09,9,129,UPI,Paid,Open,50,0.0,150.0,0.8
PT100410,F006,Bike,Regular,2025-05-30,10,125,UPI,Paid,Two-Wheeler,25,15.0,75.0,0.8
PT100411,F003,Bike,Member,2025-05-01,11,153,Debit Card,Pending,Two-Wheeler,25,3.56,71.25,0.21
PT100412,F008,Car,Regular,2025-09-17,13,34,Credit Card,Paid,Open,50,2.38,47.5,0.57
PT100413,F006,SUV,Regular,2025-01-26,10,150,Cash,Paid,Covered,65,0.0,165.75,0.63
PT100414,F001,Car,Regular,2025-04-22,12,340,UPI,Paid,Covered,50,40.5,270.0,0.56
PT100415,F003,Car,Regular,2025-01-23,9,386,Debit Card,Pending,Covered,50,0.0,332.5,0.84
PT100416,F001,Car,Member,2025-06-18,13,267,Debit Card,Paid,Covered,50,0.0,250.0,0.63
PT100417,F005,Car,Regular,2025-11-10,17,92,UPI,Paid,Covered,50,0.0,100.0,0.99
PT100418,F002,Car,Visitor,2025-09-21,14,197,UPI,Paid,Covered,50,20.0,200.0,0.77
PT100419,F008,Bike,Regular,2025-04-26,17,53,Credit Card,Paid,Two-Wheeler,25,0.0,25.0,0.98
PT100420,F006,Car,Visitor,2025-11-03,9,127,UPI,Pending,Open,50,22.5,150.0,0.68
PT100421,F002,Car,Visitor,2025-08-19,13,173,UPI,Paid,Open,50,7.5,150.0,0.87
PT100422,F002,Car,Visitor,2025-07-08,7,79,Debit Card,Paid,Covered,50,0.0,100.0,0.58
PT100423,F006,EV Car,Visitor,2025-09-14,12,77,UPI,Paid,EV Parking,55,0.0,104.5,0.87
PT100424,F003,Car,Member,2025-04-30,15,73,Debit Card,Pending,Covered,50,0.0,85.0,0.63
PT100425,F008,Bike,Visitor,2025-10-13,14,371,Wallet,Paid,Two-Wheeler,25,8.75,175.0,0.15
PT100426,F005,Bike,Member,2025-09-30,8,101,Credit Card,Paid,Two-Wheeler,25,4.25,42.5,0.92
PT100427,F001,EV Car,Member,2025-12-24,8,174,Credit Card,Paid,EV Parking,55,0.0,165.0,0.83
PT100428,F004,Car,Member,2025-06-01,12,159,UPI,Paid,Covered,50,14.25,142.5,0.45
PT100429,F001,Bike,Member,2025-03-27,16,72,Cash,Paid,Two-Wheeler,25,0.0,47.5,0.6
PT100430,F004,SUV,Regular,2025-11-21,7,119,UPI,Paid,Open,65,13.0,130.0,0.51
PT100431,F001,Bike,Regular,2025-12-11,15,102,Credit Card,Paid,Two-Wheeler,25,7.5,50.0,0.59
PT100432,F006,Car,Member,2025-11-23,10,166,Wallet,Paid,Covered,50,15.0,150.0,0.72
PT100433,F005,Bike,Regular,2025-09-03,20,296,Credit Card,Paid,Two-Wheeler,25,5.31,106.25,0.77
PT100434,F008,Car,Regular,2025-11-10,13,92,Debit Card,Paid,Covered,50,10.0,100.0,0.44
PT100435,F004,Bike,Regular,2025-11-11,7,101,Credit Card,Paid,Two-Wheeler,25,0.0,50.0,0.44
PT100436,F008,SUV,Member,2025-10-20,16,148,UPI,Paid,Open,65,0.0,156.0,0.54
PT100437,F008,Car,Member,2025-06-11,13,137,Debit Card,Paid,Covered,50,0.0,135.0,0.62
PT100438,F008,SUV,Member,2025-04-10,18,131,UPI,Paid,Covered,65,0.0,195.0,0.6
PT100439,F007,Car,Member,2025-07-04,15,107,Debit Card,Paid,Covered,50,10.0,100.0,0.47
PT100440,F003,SUV,Regular,2025-10-03,15,210,UPI,Paid,Covered,65,13.0,260.0,0.49
PT100441,F001,Bike,Regular,2025-01-17,16,210,Cash,Paid,Two-Wheeler,25,14.25,95.0,0.68
PT100442,F008,Car,Member,2025-09-17,13,151,UPI,Paid,Covered,50,0.0,150.0,0.56
PT100443,F001,Car,Regular,2025-09-02,17,253,Credit Card,Failed,Open,50,22.5,225.0,0.6
PT100444,F008,EV Car,Regular,2025-11-02,8,30,Credit Card,Paid,EV Parking,55,0.0,55.0,0.82
PT100445,F004,Car,Visitor,2025-12-04,16,269,Credit Card,Paid,Covered,50,0.0,250.0,0.59
PT100446,F003,Car,Member,2025-02-19,15,285,UPI,Paid,Open,50,25.0,250.0,0.64
PT100447,F003,Car,Regular,2025-09-29,14,58,Credit Card,Paid,Covered,50,10.0,50.0,0.43
PT100448,F006,Bike,Regular,2025-08-23,12,158,UPI,Paid,Two-Wheeler,25,3.38,67.5,0.57
PT100449,F007,Bike,Member,2025-03-13,9,99,Credit Card,Paid,Two-Wheeler,25,0.0,50.0,0.8
PT100450,F006,Car,Visitor,2025-11-13,15,202,UPI,Paid,Covered,50,10.0,200.0,0.55
PT100451,F006,Car,Regular,2025-02-13,13,282,Credit Card,Paid,Covered,50,0.0,225.0,0.53
PT100452,F006,Car,Regular,2025-11-02,11,359,UPI,Paid,Covered,50,45.0,300.0,0.84
PT100453,F006,Car,Regular,2025-03-21,7,168,Wallet,Paid,Covered,50,12.0,120.0,0.88
PT100454,F006,Car,Regular,2025-10-13,14,135,Credit Card,Paid,Covered,50,0.0,127.5,0.68
PT100455,F005,SUV,Member,2025-02-18,9,166,UPI,Paid,Open,65,0.0,175.5,0.75
PT100456,F003,Car,Member,2025-04-08,19,51,Credit Card,Paid,Open,50,0.0,50.0,0.88
PT100457,F006,Car,Regular,2025-01-25,10,217,Cash,Paid,Covered,50,34.0,170.0,0.75
PT100458,F008,Car,Visitor,2025-08-02,7,185,UPI,Failed,Open,50,0.0,180.0,0.51
PT100459,F003,EV Car,Member,2025-02-25,11,153,Debit Card,Paid,EV Parking,55,14.85,148.5,0.46
PT100460,F003,EV Car,Regular,2025-09-12,10,57,Credit Card,Paid,EV Parking,55,2.75,55.0,0.54
PT100461,F002,SUV,Regular,2025-06-05,17,88,UPI,Paid,Covered,65,6.18,123.5,0.41
PT100462,F005,Car,Member,2025-06-10,12,95,Cash,Paid,Covered,50,0.0,85.0,0.45
PT100463,F006,Car,Regular,2025-07-13,11,84,UPI,Paid,Open,50,15.0,100.0,0.41
PT100464,F001,Car,Regular,2025-01-04,22,177,UPI,Paid,Open,50,0.0,142.5,0.41
PT100465,F004,Car,Regular,2025-09-25,10,92,Cash,Paid,Open,50,5.0,100.0,0.97
PT100466,F007,Bike,Regular,2025-02-05,8,63,Debit Card,Paid,Two-Wheeler,25,2.38,47.5,0.66
PT100467,F008,SUV,Member,2025-01-16,12,245,Cash,Paid,Open,65,13.81,276.25,0.34
PT100468,F001,SUV,Regular,2025-05-17,13,326,Debit Card,Paid,Covered,65,58.5,390.0,0.69
PT100469,F005,SUV,Regular,2025-03-19,16,30,Debit Card,Paid,Covered,65,0.0,52.0,0.49
PT100470,F004,Car,Regular,2025-11-07,20,45,Cash,Paid,Covered,50,0.0,50.0,0.68
PT100471,F005,Bike,Member,2025-03-14,16,61,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.49
PT100472,F008,Car,Regular,2025-11-16,16,104,Debit Card,Paid,Open,50,0.0,100.0,0.65
PT100473,F003,Car,Visitor,2025-09-02,22,423,Credit Card,Paid,Covered,50,0.0,380.0,0.5
PT100474,F004,SUV,Member,2025-12-12,16,89,UPI,Paid,Covered,65,0.0,117.0,0.52
PT100475,F003,Car,Regular,2025-08-16,9,89,Credit Card,Paid,Open,50,0.0,90.0,0.77
PT100476,F008,Car,Regular,2025-07-14,13,85,UPI,Paid,Covered,50,0.0,80.0,0.55
PT100477,F001,Car,Member,2025-09-03,14,97,Debit Card,Paid,Covered,50,0.0,100.0,0.42
PT100478,F008,Bike,Visitor,2025-03-30,12,119,Credit Card,Paid,Two-Wheeler,25,2.5,50.0,0.27
PT100479,F001,SUV,Member,2025-09-17,10,231,Wallet,Paid,Covered,65,12.35,247.0,0.81
PT100480,F004,Car,Member,2025-10-13,16,248,UPI,Paid,Covered,50,0.0,212.5,0.4
PT100481,F004,SUV,Member,2025-05-19,11,164,Credit Card,Paid,Covered,65,0.0,195.0,0.56
PT100482,F006,Car,Member,2025-02-20,15,77,UPI,Paid,Covered,50,0.0,100.0,0.33
PT100483,F005,Bike,Member,2025-05-27,12,204,Credit Card,Paid,Two-Wheeler,25,4.5,90.0,0.64
PT100484,F006,SUV,Regular,2025-08-30,14,257,Debit Card,Paid,Open,65,0.0,325.0,0.41
PT100485,F005,Bike,Member,2025-11-30,12,62,Debit Card,Paid,Two-Wheeler,25,0.0,42.5,0.47
PT100486,F006,EV Car,Visitor,2025-08-20,13,208,Cash,Paid,EV Parking,55,0.0,198.0,0.38
PT100487,F003,Car,Regular,2025-01-27,16,107,Cash,Failed,Covered,50,0.0,100.0,0.67
PT100488,F004,Bike,Regular,2025-12-10,18,56,UPI,Paid,Two-Wheeler,25,0.0,20.0,0.84
PT100489,F001,Bike,Regular,2025-07-27,14,193,UPI,Paid,Two-Wheeler,25,5.0,100.0,0.35
PT100490,F005,EV Car,Regular,2025-05-18,15,293,Debit Card,Pending,EV Parking,55,11.69,233.75,0.86
PT100491,F008,Car,Regular,2025-06-04,18,246,Credit Card,Paid,Covered,50,25.0,250.0,0.65
PT100492,F005,SUV,Member,2025-01-07,10,20,UPI,Failed,Open,65,3.09,61.75,0.65
PT100493,F001,Bike,Visitor,2025-04-25,10,348,Credit Card,Paid,Two-Wheeler,25,6.75,135.0,0.84
PT100494,F006,Car,Regular,2025-04-02,12,173,UPI,Failed,Covered,50,0.0,142.5,0.71
PT100495,F005,Bike,Member,2025-12-12,12,20,UPI,Paid,Two-Wheeler,25,2.5,25.0,0.53
PT100496,F007,Car,Regular,2025-03-23,21,28,Cash,Paid,Covered,50,0.0,47.5,0.56
PT100497,F003,Bike,Regular,2025-01-13,14,90,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.55
PT100498,F004,SUV,Member,2025-03-13,14,64,UPI,Paid,Covered,65,5.52,110.5,0.44
PT100499,F001,Bike,Regular,2025-04-01,14,158,UPI,Failed,Two-Wheeler,25,0.0,75.0,0.54
PT100500,F004,Bike,Regular,2025-07-07,18,106,Cash,Paid,Two-Wheeler,25,0.0,50.0,0.95
PT100501,F007,Bike,Regular,2025-04-15,11,128,Wallet,Paid,Two-Wheeler,25,7.12,71.25,0.76
PT100502,F005,Car,Regular,2025-10-27,14,210,Debit Card,Paid,Covered,50,28.5,190.0,0.62
PT100503,F005,Car,Visitor,2025-03-25,11,293,UPI,Paid,Open,50,33.75,225.0,0.68
